Task,Test,VerbalDescription,Rule_correct,Rule_correct_label
Copy2.json,2,"press copy form input button,
used the selct option, using the mouse select the extent of the multicoloured shape, press c to copy
using the mouse select the top left hand internal corner of the empty shape and press v to paste the content that was previously copied.

The both the multicoloured shape and the filled empty shape must be present. The copied shape should fill the extent of the empty shape; this could contain both multicloured shape and background, where the multicoloured shaped does not fill all on the ""inner"" space.",1.0,Correct - Intended
Copy2.json,3,"Copy input. Add the smaller object on the left into the object on the right, centered.",1.0,Correct - Intended
Copy2.json,3,"First you will click on 'copy from input'. You will then make the exact design that is next to the outlined box INSIDE of the box as well, without getting rid of the original shape. You will use the exact same teal color to make a diamond shape INSIDE of the outlined teal box.",1.0,Correct - Intended
Copy2.json,3,"Use the same grid size as the input. In the input, you will see a colored design and a colored rectangle. Reproduce these items exactly as is. Then, draw a new design within the rectangle, exactly matching the color and placement of the reference design from the input. ",1.0,Correct - Intended
Copy2.json,3,"Copy the input image to the answer grid (same size, shapes, and colors). The input features one light blue square border and one other, smaller shape. Do not remove anything, but replicate the smaller shape in the center of the square border (same size and color). The answer grid should feature two copies of the smaller shape, one of which is enclosed by a border.",1.0,Correct - Intended
Copy2.json,3,"Keep the grid the same size as the input. There are 2 shapes in the input, replicate what you see in the input but then also put the smaller shape inside the larger shape. ",1.0,Correct - Intended
Copy3.json,1,,-1.0,Nonresponsive
Copy3.json,1,Copy the input and fill in the colors to match the shape on the left.,1.0,Correct - Intended
Copy3.json,1,"Use the same grid size as in the input. There will be two objects in the input. The first object has already been completed. The second object is incomplete, however it is to be identical to the first object you see on the left. Complete this object keeping every aspect the same. ",1.0,Correct - Intended
Copy3.json,1,set grid to 6x20 and copy object exactly as it is on the left onto the right side starting from the existing orange line. same colours,1.0,Correct - Intended
Copy3.json,1,Keep the grid size the same as shown. You be shown a series of shapes on the left hand side of the grid. You will need to copy these exactly as well as replicating and translating these shapes on the right side of the grid. You will be given some shapes on the right side of the grid already and you will need to use these to guide where to place the replicated shapes. ,1.0,Correct - Intended
Copy3.json,1,You're given a shape on the left-hand side and an incomplete version on the right. The rule is to simply match the shape on the right example ,1.0,Correct - Intended
Copy3.json,1,The pattern on the left is replicated exactly on the right and in the same colours. Grid same size as the example,1.0,Correct - Intended
Copy3.json,1,copy the shape on the left onto the one on the right. Same colours,1.0,Correct - Intended
Copy3.json,1,Use the same grid size as the input. Select copy from input. Copy the pattern of the different color objects from the orange object on the left and place them under the right orange object to create an identical image.,1.0,Correct - Intended
Copy3.json,1,"Use the same grid size as the input. Select copy input. Copy the objects under the orange object on the left side of the grid and place them under the orange object on the right side of the grid, create two identical images.",1.0,Correct - Intended
Copy3.json,2,Right side is a copy of the left side. Fill in the missing pieces.,1.0,Correct - Intended
Copy3.json,2,copy the input grid to your answer grid. you need to create the shape on the left to the 3 square on the right. in this instance you are drawing the same shape one square up from the shape on the left. once completed submit. ,-3.0,Literal
Copy3.json,2,"Copy out the grid exactly as you see it in the example. On the left side of the grid you will see coloured in squares forming various shapes and patterns. Keep this side of the grid exactly as it is. On the right side of the grid you will see a few coloured in squares, which form a small part of the shapes and patterns of the left side, possibly at a different height.. You must copy the shapes and patterns of the left side onto the right side, so that they are in the same position as they appear on the left, relative to the position of the already coloured in squares on the right, adjusting the height if necessary. Leaving the left side the same, the right side should now exactly mirror the left, aside from any adjustments to the height of the shapes and patterns.",1.0,Correct - Intended
Copy3.json,2,copy the grid size. copy the origin in the same colours. now mirror the pattern on right side of the grid from the left but adjusting position according to what is already drawn,1.0,Correct - Intended
Copy3.json,2,Replicate the same shape formation on the right as it is displayed on the left in the input grid.,1.0,Correct - Intended
Copy3.json,2,Use the same size grid as in the input. Notice that there's one fully formed pattern and the same pattern partially formed. Copy the fully formed pattern to the area where the partial pattern is.,1.0,Correct - Intended
